word,translation,tag
challenge,"n. 挑战, 盘问\nvt. 向...挑战, 要求, 怀疑\nvi. 挑战, 对(证据等)表示异议",gk cet4 cet6 ky toefl ielts
chance,"n. 机会, 意外, 可能性\nvi. 偶然发生\nvt. 冒险",zk gk cet4 ky toefl ielts
character,"n. 个性, 字符, 人物, 性质, 品格, 资格\n[计] 字符",gk cet4 cet6 ky toefl
charge,"n. 指控, 费用, 冲锋, 电荷, 炸药, 主管, 被托管人, 命令\nvt. 控诉, 加罪于, 使充满, 使充电, 使承担\nvi. 冲锋, 要价, 收费",gk cet4 cet6 ky toefl ielts
charitable,"a. 大慈大悲的, 宽厚的, 慈善的\n[法] 慈善的, 慷慨的, 宽恕的",toefl gre
check,"n. 检查, 支票, 阻止物, 寄物牌, 象棋中将军\nvt. 检查, 阻止, 核对, 寄存, 托运\nvi. 逐项相符, 开支票\n[计] 复选",zk gk toefl ielts gre
checkout,n. 结帐台\n[计] 检验,toefl
checkup,"n. 审查, 鉴定, 健康检查",toefl ielts
cheer,"n. 愉快, 振奋, 欢呼\nvi. 欢呼, 喝彩, 快活起来\nvt. 使振奋, 欢呼",zk gk cet4 cet6 ky ielts
cheeseburger,n. 干酪汉堡包,
chef,n. 厨师,gk ky toefl gre
chemistry,"n. 化学, 化学过程\n[化] 化学",zk gk cet4 cet6 ky ielts
chilly,"a. 寒冷的, 冷淡的, 不友好的\n[建] 番椒, 冷",toefl
choice,"n. 选择, 精选品, 选择权\na. 精选的, 挑三拣四的, 上等的\n[计] DOS内部命令:在批处理文件中\n该命令用于提示用户作出选择, 决定批处理文件的流程",zk gk cet4 cet6 ky toefl ielts gre
choose,"vt. 选择, 宁愿, 欲\nvi. 作出选择, 愿意\n[计] 选取",zk gk cet4 ky toefl
chronic,"a. 慢性的, 习惯性的\nn. 慢性病患者",cet6 ky toefl ielts gre
church,"n. 教堂, 礼拜, 教会\nvt. 使人接受宗教仪式\na. 教堂的",zk gk cet4 ky ielts
cinema,"n. 电影院, 电影",zk gk ielts
circuit,"n. 电路, 环(行)道, 巡回\n[计] 线路; 电路",gk cet4 cet6 ky toefl ielts gre
circulate,"v. (使)流通, (使)循环, (使)传播",gk cet4 cet6 ky toefl ielts gre
circulation,"n. 流通, 循环, 发行量\n[化] 环流",cet6 toefl gre
circus,"n. 马戏团, 马戏, 竞技场",gk cet6 ky ielts
city,"n. 城市, 市\n[法] 都市, 城市, 市",zk gk ielts
claim,"n. 要求, 要求权, 断言, 权利\nvt. 要求, 认领, 主张\nvi. 提出要求, 主张, 断言",cet4 cet6 ky toefl ielts gre
clap,"n. 拍手, 拍手声, 霹雳声, 花柳病\nv. 鼓掌, (使)啪地关上",zk gk cet4 cet6 ky toefl
clarify,"vi. 澄清, 阐明\nvt. 使明晰",gk cet4 cet6 ky toefl ielts gre
class,"n. 班级, 阶级, 种类, 课\nvt. 分类\n[计] 类别; 类; 种类; 类程",zk gk ielts
classify,"vt. 分类, 归类, 分等\n[建] 分类, 分级, 分粒",gk cet4 cet6 ky toefl ielts gre
classmate,n. 同班同学,zk gk cet4 ky
clean,"a. 干净的, 清白的, 简洁的\nadv. 清洁地, 完全地\nvt. 清理, 使干净, 出空\nvi. 被搞干净\nn. 打扫",zk gk toefl ielts
cleaner,"n. 清洁工人, 清洁剂, 干洗商\n[化] 滤清器; 除垢器; 洗净剂; 清洁剂",gk ielts
cleanliness,"n. 清洁, 干净",cet6
clear,"a. 清楚的, 明确的, 澄清的\nadv. 清晰地\nvt. 澄清, 清除障碍\nvi. 放晴, 变清澈\nn. 空隙\n[计] 清除",zk gk ielts
clearly,adv. 清楚地,gk cet4
clerk,"n. 办事员, 职员, 文书\nvi. 当店员",gk cet4 ky toefl
click,"n. 咔哒声, 啪嗒声\nvi. 作咔哒声\nvt. 使发咔哒声\n[计] 单击",gk ky ielts
client,"n. 客户, 顾客, 委托人\n[计] 客户, 客户机, 客户机程序",cet6 ky ielts
clinic,"n. 诊所, 临床教学\n[医] 诊所(门诊部); 临床(讲解); 临床(学)科",gk cet6 ky toefl ielts
clip,"n. 修剪, 夹子, 回形针, 剪下来的东西\nvt. 修剪, 痛打, 夹牢, 剪报\nvi. 剪报",cet6 ky toefl ielts gre
clock,"n. 时钟, 计时器, (袜子上的)绣花边花\nvt. 绣花样, 记时, 记录\nvi. 记录时间\n[计] 时钟",zk gk cet4 ky ielts
close,"n. 结束, 完结\na. 靠近的, 亲近的, 亲密的, 严密的, 关闭的, 狭窄的, 秘密的\nvt. 关, 结束, 使靠近, 封闭, 使接近\nvi. 关闭, 结束, 靠近\nadv. 接近地, 紧密地\n[计] 关闭",zk gk toefl
closet,"n. 壁橱, 小室\na. 秘密的, 空谈的\nvt. 把...关入小室",cet6 ky ielts gre
closure,n. 关闭\nvt. 使终止,gre
cloth,"n. 布料, 织品, 布\n[建] 布",gk cet4 ky ielts
clothes,n. 衣服,zk gk ielts
cloudy,"a. 多云的, 有愁容的, 云的, 浑浊的\n[建] (混)浊的",zk gk
club,"n. 俱乐部, 木棍, 球棒\nvt. 用棍棒打, 缴纳\nvi. 联合起来\na. 俱乐部的",zk gk cet4 ky ielts
clue,"n. 线索, 暗示\nvt. 暗示, 提供线索",cet4 cet6 ky toefl ielts
cold,"n. 感冒, 寒冷\na. 寒冷的, 冷淡的, 冷静的\nadv. 完全地",zk gk cet4 ky
collaboration,"n. 合作, 勾结\n[法] 通敌卖国者, 奸细",cet6 toefl ielts
collector,"n. 收集家, 收取款项的人\n[化] 集电极; 捕收剂",
college,"n. 学院, 大学, 学会",zk gk ielts
color,"n. 颜色, 面色, 颜料, 外貌\nvt. 把...涂上颜色, 粉饰, 使脸红, 歪曲\nvi. 变色",cet4 ky ielts
colorful,"a. 华美的, 富有色彩的, 有趣的",
comb,"n. 头梳, 鸡冠\nvt. 梳头发, 梳毛\nvi. (浪)涌起",gk cet4 cet6 ky
comfortably,"adv. 安乐地, 舒服地, 宽裕地",
comment,"n. 注解, 批评, 评论, 备注\nvi. 评论, 注解\n[计] 备注",gk cet4 cet6 ky toefl ielts
commerce,"n. 商业, 商务, 贸易\n[经] 商业, 贸易, 商务",cet4 cet6 ky toefl
common,"a. 通常的, 共同的, 通俗的, 公共的\n[计] 公用块",zk gk cet4 cet6 ky ielts
commonly,"adv. 一般, 普通, 通常",cet4 cet6
communication,"n. 交流, 交通, 通讯\n[计] 通信",zk gk cet4 cet6 ky toefl ielts
commute,"vt. 交换, 折偿, 减轻\nvi. 代偿, 经常乘车来往",cet6 ky toefl ielts gre
commuter,"n. 乘公共车辆上下班者, 月季票乘客\n[经] 非(当地)居民",toefl ielts
compact,"a. 紧凑的, 紧密的, 简洁的\nvt. 使紧密结合, 压缩\nvi. 变坚实",cet6 ky toefl ielts gre
company,"n. 公司, 友伴, 交往, 连队, 朋友, 一群\nvt. 陪伴\nvi. 交往",zk gk toefl ielts
compare,"vt. 比较, 比喻, 对照\nvi. 相比\nn. 比较\n[计] 比较",zk gk cet4 cet6 ky toefl ielts
compartment,"n. 分隔间, 卧车包房, 防水舱隔\n[医] 隔室, 隔间",ky ielts gre
compatible,"a. 能共处的, 可并立的, 适合的\n[计] 相容的; 兼容的",cet6 ky toefl ielts gre
compensate,"v. 偿还, 补偿, 付报酬",gk cet6 ky toefl ielts gre
competition,"n. 竞争, 竞赛\n[经] 竞争, 竞销, 比赛",zk gk cet4 cet6 ky toefl ielts
compile,"vt. 编译, 编辑, 编纂, 收集\n[计] 编译",cet4 cet6 ky toefl ielts gre
complete,"a. 完全的, 十足的, 完成的\nvt. 完成, 完工, 使圆满",zk gk cet4 cet6 ky toefl ielts
completely,"adv. 完全地, 十分地, 圆满地",cet4 cet6
completion,"n. 完成\n[经] 完井, 结束, 完工",cet6
compliance,"n. 遵从, 顺从, 屈从\n[化] 柔顺; 顺应",ky ielts gre
complication,"n. 复杂化, 复杂情况\n[医] 并发症, 并发病",cet6 ky toefl ielts
compliment,"n. 称赞, 恭维, 敬意\nvt. 称赞, 褒扬, 恭维",cet6 ky toefl ielts gre
complimentary,"a. 问候的, 称赞的, 夸奖的",toefl
comply,"vi. 顺从, 依从\n[法] 遵守, 承诺, 照做",cet6 ky toefl ielts gre
comprehension,"n. 理解, 包含",gk cet4 cet6 ky toefl
computer,"n. 电脑, 电子计算机\n[计] 计算机",zk gk ielts
concern,"n. 关心, 忧虑\nvt. 与...有关, 使担心, 使挂念",gk cet4 cet6 ky ielts
concierge,"n. 看门人, 门房",
conclusion,"n. 结论, 结尾, 推论\n[法] 缔结, 结论, 推论",gk cet4 cet6 ky ielts
condition,"n. 情况, 条件\nvt. 使健康, 以...为条件, 决定, 使适应\n[计] 条件",zk gk cet4 cet6 ky toefl ielts
conditioner,"n. 调节器, 土壤团粒结构促进剂\n[计] 调节器, 整形器",
condominium,n. 共同统治\n[经] 财产共有权,
conductor,"n. 领导者, 指挥者, 售票员, 向导\n[化] 导体",gk cet4 cet6 ky toefl
conference,"n. 会议\n[经] 会议, 讨论会, 协商会",zk gk cet4 cet6 ky toefl ielts gre
confidential,"a. 机密的, 获他人信赖的, 易于信任他人的\n[经] 秘密件",gk cet6 ky toefl ielts gre
confirmation,"n. 证实, 证明, 批准, 确认\n[计] 确认",cet6 toefl ielts
conform,"vt. 使一致, 使遵守, 使符合\nvi. 一致, 符合, 适应",cet6 ky toefl ielts gre
congestion,"n. 拥挤, 充血\n[计] 拥挤, 拥塞",toefl ielts
congratulate,"vt. 祝贺, 庆贺",gk cet4 cet6 ky
congratulation,"n. 祝贺, 恭喜",gk cet4 cet6 ky toefl
consecutive,"a. 连续的, 联贯的\n[计] 连续的; 连接的",cet6 ky toefl ielts
consent,"n. 同意, 许可\nvi. 同意, 赞同",cet4 cet6 ky ielts gre
consider,"v. 考虑, 思考, 认为",zk gk cet4 cet6 ky toefl
considerably,"adv. 非常地, 很, 颇",toefl
considerate,"a. 体贴的, 体谅的, 考虑周到的",gk cet4 cet6 ky toefl ielts
consignment,"n. 委托\n[经] 委托, 寄销, 寄销品",
consistently,"adv. 坚固, 坚实, 一致, 始终如一, 连贯\n[计] 相容地",cet6 toefl
consultation,"n. 请教, 咨询, 磋商会\n[医] 会诊",
consumption,"n. 消费, 消费量, 痨病\n[化] 消耗量; 耗量",cet4 cet6 ky toefl ielts
contact,"n. 联系, 交际, 熟人, 接触\nvi. 接触, 联系\nvt. 使接触",cet4 cet6 ky toefl ielts gre
contain,"vt. 包含, 容纳, 控制\nvi. 自制",gk cet4 cet6 ky toefl gre
container,"n. 容器, 集装箱\n[化] 集装箱; 贮存箱; 容器(任何一种)",gk cet4 cet6 ky toefl ielts
contestant,"n. 竞争者\n[法] 争辩者, 竞争者",
continental,"a. 大陆的, 洲的\nn. 欧洲大陆人",cet6 toefl
contract,"n. 合约, 婚约, 契约\nvt. 使皱缩, 使缩短, 感染, 订约, 缔结\nvi. 皱缩, 订约, 收缩",cet4 cet6 ky toefl ielts gre
contraction,"n. 收缩, 缩写式, 害病\n[医] 收缩; 挛缩; 牙弓内缩",toefl
contractor,"n. 立契约的人, 承包商\n[化] 承包者; 承包工厂",toefl
contradict,"vt. 反驳, 与...抵触, 与...矛盾\nvi. 反驳",gk cet6 ky toefl ielts gre
contradiction,"n. 反驳, 矛盾\n[法] 矛盾, 否认, 反驳",cet4 cet6 ky ielts
contrary,"a. 相反的, 矛盾的, 对立的\nn. 相反, 对立面\nadv. 相反地",gk cet4 cet6 ky toefl
control,"n. 控制, 管理, 克制, 控制器, 操纵装置\nvt. 控制, 操纵, 抑制\n[计] 控制; 控制器",zk gk cet4 ky ielts gre
convenience,"n. 方便, 便利的事物, 方便的时候",gk cet4 cet6 ky toefl ielts gre
convenient,"a. 方便的, 合宜的\n[法] 适当的, 合理而可行的, 方便的",gk cet4 cet6 ky toefl ielts
conveniently,"a. 方便, 合宜",
conversation,"n. 会话, 说话, 交谈\n[法] 交谈, 社交, 性交",zk gk toefl ielts
convey,"vt. 传达, 运输, 转让\n[经] 转让(财产等), 搬运",gk cet4 cet6 ky toefl ielts gre
cookbook,n. 食谱,
cookie,"n. 饼干, 小甜点\n[建] 糕点",gk
cooler,n. 冷却器\n[化] 冷却器,
cooperate,"vi. 合作, 协力, 配合\n[化] 合作",cet4 cet6 ky toefl ielts gre
coordinate,"n. 同等的人(或物), 坐标\na. 同等的, 并列的\nv. (使)协调",cet4 cet6 ky toefl ielts gre
coordinator,"n. 协调者, 同等的人或物\n[化] 协调器",
copier,"n. 誊写者, 模仿者, 抄写员\n[计] 复制机",
copyright,"n. 版权, 著作权\n[法] 著作权",ky
cord,"n. 绳索, 束缚\n[医] 索, 带",cet4 cet6 ky toefl gre
cordless,"a. 无绳索的, 交直流两用的",gk
correction,"n. 订正, 改正, 改正的地方\n[化] 校正",gk cet4 cet6
correctly,"adv. 对, 正确, 恰当, 符合一般性准则, 符合行为准则, 端正, 符合",cet6
correspondence,"n. 相符, 通信, 信件\n[医] 对应, 相对",cet6 ky toefl ielts
cosmetic,n. 化妆品\na. 化妆用的,
cost,"n. 代价, 价值, 费用\nvi. 花费\nvt. 使失去, 值, 使花费",zk gk ielts
costly,"a. 昂贵的, 奢华的, 费用大的",cet4 cet6 ky ielts
costume,"n. 装束, 服装",cet6 ky toefl ielts gre
counselor,"n. 顾问, 参事, 法律顾问",toefl
countryside,"n. 乡下地方, 乡下居民",zk gk ielts
couple,"n. 对, 夫妇, 数个\nvt. 使成双, 连接, 使成婚, 把...联系起来\nvi. 结合, 成婚",zk gk cet4 ky toefl
coupon,"n. 息票, 赠券\n[经] 息票, 利息单, 联票",ky ielts
courier,"n. 送快信的人, 伴游服务员\n[法] 信使, 送急件者",toefl ielts
course,"n. 课程, 路线, 过程, 一道菜, 道路\nv. 追, (使)跑",zk gk cet4 cet6 ky ielts
court,"n. 法院, 庭院, 奉承\nvt. 献殷勤, 追求, 招致\nvi. 求爱",gk cet4 cet6 ky toefl gre
courtesy,"n. 礼貌, 谦恭, 好意\n[法] 优待, 礼貌, 恩惠",cet6 ky ielts
cover,"n. 盖子, 封面, 藉口\nvt. 覆盖, 掩饰, 保护, 掩护, 包括\nvi. 覆盖",zk gk toefl ielts
coworker,"n. 共同工作的人, 同事, 合作者",
crane,"n. 鹤, 起重机\nvt. 伸颈, 起重机起吊\nvi. 伸颈看, 迟疑",cet4 cet6 ky
creativity,"n. 创造力, 创造性",
credit,"n. 信用, 信任, 荣誉, 贷款, 学分\nvt. 归功于, 赞颂, 信任, 相信\n[计] 信用量",gk toefl ielts gre
criteria,pl. 标准\n[计] 条件,cet6 gre
cross,"n. 十字架, 十字架形物件, 交叉, 十字标, 交叉路, 磨难, 杂交\na. 生气的, 交叉的, 相反的\nv. 交叉, 横过, 越过\n[计] 交叉, 十字标",zk gk cet4 cet6 ky toefl gre
cruise,"n. 巡航, 巡弋, 漫游\nv. 巡航, 巡弋, 漫游",cet6 ky ielts
culinary,"a. 厨房的, 烹调用的",toefl gre
culture,"n. 文化, 修养, 耕种\nvt. 耕种, 培养",zk gk cet4 cet6 ky toefl ielts
cumulative,"a. 累积的\n[医] 蓄积的, 累积的",cet6 ielts
current,"n. 涌流, 趋势, 流\na. 流通的, 现在的, 当前的, 流行的\n[计] 当前的",cet4 cet6 ky toefl ielts
cushion,"n. 垫子, 橡皮软垫\nvt. 加垫褥, 缓冲, 掩盖",gk cet4 cet6 ky toefl ielts gre
customer,n. 消费者\n[化] 顾客,gk cet4 cet6 ky toefl ielts
customize,"vt. 定制, 按规格改制, 定做\n[计] 定制",
cut,"n. 切口, 割伤, 降低, 切, 割, 砍, 削, 伤口, 削减, 缩短, 删节, 通路\na. 经切割的, 缩减的\nvt. 切, 割, 减少, 刺痛, 开辟, 雕刻, 删节, 缩短, 停止, 排斥, 切断, 关, 显出\nvi. 切, 割, 砍, 刺痛, 相交, 抄近路, 剪辑\n[计] 剪切",zk gk ielts
daily,"a. 每日的, 日常的\nadv. 每日地, 日常地\nn. 日报",zk gk cet4 ky ielts
damage,"n. 损害, 伤害\nv. 损害",gk cet4 cet6 ky ielts
dance,"n. 跳舞, 舞蹈, 舞会\nv. 跳舞",zk gk
dark,"n. 黑暗, 夜, 黄昏, 模糊\na. 黑暗的, 暗的, 深色的, 隐密的, 模糊的, 无知的",zk gk ielts
data,"pl. 资料, 数据\n[计] 数据; DOS内部命令:用于显示或设定系统的日期",gk cet4 ky ielts
date,"n. 日期, 约会, 枣椰树\nvt. 约会, 定日期\nvi. 注明日期, 过时",zk gk toefl ielts
daughter,n. 女儿\na. 女儿的,zk gk
daytime,"n. 白天, 日间",ky
dead,"a. 死的, 不活泼的, 麻木的, 熄灭的\nn. 死者\nadv. 完全地, 直接地",zk gk toefl
deadline,"n. 最后期限, 截止期限\n[经] 截止日期",gk ky ielts
deal,"n. 交易, 协定, 数量, 买卖, 松木板\nvi. 处理, 应付, 做生意\nvt. 分配, 发牌, 给予\n[计] 发牌",zk gk cet4 cet6 ky toefl
dealership,"n. 代理权, 经销权\n[法] 商品经销特许权, 代理商",
death,n. 死亡\n[医] 死亡,zk gk cet4 ky
debate,"n. 辩论, 讨论\nv. 争论, 辩论",gk cet4 cet6 ky toefl gre
debit,"n. 借方, 借\nvt. 记入借方",
decide,"v. 决定, 判决",zk gk toefl
decision,"n. 决定, 决心, 决断\n[计] 判定",zk gk cet4 cet6 ky ielts
deck,"n. 甲板, (汽车后部的)行李仓\nvt. 装饰, 打扮, 装甲板\n[计] 纸牌背面图案",cet4 cet6 ky toefl ielts
decorate,v. 装饰,gk cet4 cet6 ky toefl ielts gre
decoration,"n. 装饰, 装饰品",gk toefl ielts
dedication,"n. 奉献, 献身, 献辞\n[计] 专用",ielts gre
deduct,"vt. 扣除, 减去\n[经] 扣除, 减去, 折扣",cet6 ky ielts gre
deduction,"n. 减除, 扣除, 减除额, 推论\n[医] 演绎, 推论",
deep,"a. 深的\nadv. 深入地\nn. 深渊, 深处",zk gk
defect,"n. 缺点\n[医] 缺损, 缺陷",cet4 cet6 ky toefl ielts gre
defective,"a. 有缺陷的, 欠缺的\nn. 有缺陷的人, 不完全变化词",toefl
define,"vt. 定义, 规定, 使明确\n[计] 定义",cet4 cet6 ky
definite,"a. 明确的, 一定的\n[法] 明确的, 确切的, 一定的",cet4 cet6 ky toefl ielts gre
degree,"n. 程度, 度数, 学位, 度\n[医] 度, 程度",zk gk cet4 cet6 ky ielts
delegate,n. 代表\nvt. 委派...为代表,cet4 cet6 ky toefl ielts gre
delete,vt. 删除\n[计] 删除,gk cet4 ky toefl ielts
delicate,"a. 细致优雅的, 微妙的, 美味的\n[医] 柔弱的",gk cet4 cet6 ky toefl ielts gre
delicious,a. 美味的,zk gk cet4 ky toefl ielts
deluxe,"a. 高级的, 豪华的\nadv. 豪华地",
demand,"n. 要求, 需求, 需要\nv. 要求, 查询",gk cet4 cet6 ky gre
demolish,"vt. 毁坏, 破坏, 粉碎",toefl ielts gre
dental,"a. 牙齿的\n[医] 牙的, 齿的, 齿音, 齿音字母",ky toefl
dentist,n. 牙科医生\n[医] 牙医师,zk gk cet6 ky toefl ielts
depart,"vi. 离开, 出发, 背离, 违反, 去世",cet4 cet6 ky toefl ielts
department,"n. 部门, 系, 机关\n[医] 部, 科",gk cet4 cet6 ky ielts
departmental,"a. 部门的, 各部的, 分科的",ielts
departure,"n. 离开, 出发, 违背, 偏离\n[经] 启运",gk cet4 cet6 ky toefl
depend,"vi. 靠, 视...而定, 信赖",zk gk cet4 cet6 ky
dependable,"a. 可信任的, 可靠的, 可信赖的",toefl
dependence,"n. 依赖, 依存, 信赖\n[医] 依赖(如对药物的依赖,即瘾或癖), 从属, 偏利共生",toefl
describe,"vt. 描述, 描绘, 画",zk gk cet4 cet6 ky
descriptive,"a. 描述的, 叙述的",
design,"n. 设计, 图样, 方案, 企图\nv. 设计, 计划",gk cet4 cet6 ky toefl ielts
designate,"vt. 指定, 指明, 称呼\na. 已选出而未上任的",cet6 ky toefl ielts gre
desirable,"a. 令人想望的, 可取的",cet4 cet6 ky toefl ielts gre
desktop,n. 桌面\n[计] 桌面,
desperate,"a. 不顾一切的, 危急的, 令人绝望的, 极渴望的",gk cet4 cet6 ky toefl ielts gre
despite,"n. 轻视, 憎恨\nprep. 虽然, 尽管",cet4 cet6 ky
dessert,n. 餐后甜点,gk cet6 ky toefl
destination,"n. 目的地, 目标, 目的\n[计] 目的文件, 目的单元",gk cet4 cet6 ky toefl ielts
detach,"vt. 使分离, 分遣\n[机] 摘下, 分离, 卸下",cet6 ky toefl ielts gre
detail,"n. 细节, 详情\nvt. 详述, 选派\nvi. 画详图\n[计] 详细数据",cet4 cet6 ky ielts
deteriorate,v. (使)恶化,cet6 ky toefl ielts gre
determine,"v. 决定, 决心",gk cet4 cet6 ky toefl
devastate,"vt. 毁坏\n[法] 使荒废, 毁灭, 掠夺",toefl ielts gre
develop,"vt. 发展, 使发达, 进步, 洗印, 显影\nvi. 发展, 生长",zk gk toefl
developer,n. 开发者\n[计] 显影器,
development,n. 发展\n[化] 展开,zk gk ielts
diagnose,v. 诊断,cet6 ky toefl ielts gre
diagnostic,"a. 诊断的, 有助于诊断的, 特征的\nn. 诊断, 病的征候, 诊断法\n[计] 诊断的",cet6
diagram,n. 图表；图解,gk cet4 cet6 ky toefl ielts gre
dial,"n. 刻度盘, 钟面, 转盘\nv. 拨",gk cet4 cet6 ky ielts
diamond,"n. 钻石, 菱形\n[计] 菱形",gk cet4 cet6 ky
die,"vi. 死亡, 消逝, 平息, 熄灭, 漠然, 渴望\nvt. 死\nn. 骰子, 冲模",zk gk gre
difference,"n. 不同, 差异\n[计] 差分",zk gk cet4 ky ielts
difficult,a. 困难的,zk gk ielts
difficulty,"n. 困难, 难点",zk gk cet4 ky ielts
dine,"vi. 用正餐, 进餐\nvt. 宴请",gk cet6 ky ielts
diner,n. 用餐者,
diploma,"n. 文凭, 毕业证书\n[医] 文凭",gk cet6 ky ielts
direct,"a. 直接的, 坦白的\nvt. 指示, 指挥, 命令, 导演\nvi. 指导, 指挥\nadv. 直接地",zk gk cet4 cet6 ky toefl ielts
direction,"n. 方向, 指导, 趋势\n[计] 方向; 流向",zk gk cet4 cet6 ky
director,"n. 主管, 导演, 董事\n[计] 寻向偶极子; 指挥仪",zk gk cet4 cet6 ky ielts
directory,"n. 目录, 工商名录, 指南\n[计] 目录",gk cet6 ky ielts
disable,"vt. 使失去能力, 使残废, (律)使无资格\n[计] 使无效, 禁止, 关闭",cet4 cet6 ky ielts
disagreement,"n. 不合, 争论, 不一致\n[法] 不一致, 不同意, 陪审团的意见不一",gk cet6 ielts
disappointment,n. 失望,gk toefl
discard,"vt. 丢弃, 抛弃\nvi. 垫牌\nn. 垫牌, 抛弃",cet4 cet6 ky toefl ielts gre
disconnect,"vt. 使分离, 使不相连, 拆开\nvi. 断开\n[计] 断开",toefl
